antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
frozenset({'determiners'}),"frozenset({'conjunctions', 'main_verbs', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'conjunctions', 'main_verbs', 'subject_verb_agreement'})",frozenset({'determiners'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'main_verbs', 'determiners'})",frozenset({'subject_verb_agreement'}),1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'main_verbs', 'determiners', 'subject_verb_agreement'})",frozenset({'conjunctions'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'determiners', 'subject_verb_agreement'})",frozenset({'main_verbs'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'main_verbs'})","frozenset({'determiners', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'main_verbs', 'subject_verb_agreement'})","frozenset({'conjunctions', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'main_verbs', 'determiners'})","frozenset({'conjunctions', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'conjunctions', 'subject_verb_agreement'})","frozenset({'main_verbs', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'determiners'})","frozenset({'main_verbs', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'determiners', 'subject_verb_agreement'})","frozenset({'conjunctions', 'main_verbs'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
frozenset({'main_verbs'}),"frozenset({'conjunctions', 'determiners', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'conjunctions'}),"frozenset({'main_verbs', 'determiners', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'subject_verb_agreement'}),"frozenset({'conjunctions', 'main_verbs', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
frozenset({'determiners'}),"frozenset({'conjunctions', 'main_verbs', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'conjunctions', 'nouns', 'passives'})",frozenset({'determiners'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'nouns', 'determiners'})",frozenset({'passives'}),1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'conjunctions', 'determiners', 'passives'})",frozenset({'nouns'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'nouns', 'determiners', 'passives'})",frozenset({'conjunctions'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'nouns'})","frozenset({'determiners', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'conjunctions', 'passives'})","frozenset({'nouns', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'determiners'})","frozenset({'nouns', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'nouns', 'passives'})","frozenset({'conjunctions', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'nouns', 'determiners'})","frozenset({'conjunctions', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'determiners', 'passives'})","frozenset({'conjunctions', 'nouns'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
frozenset({'conjunctions'}),"frozenset({'nouns', 'determiners', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'nouns'}),"frozenset({'conjunctions', 'determiners', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'passives'}),"frozenset({'conjunctions', 'nouns', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
frozenset({'determiners'}),"frozenset({'conjunctions', 'nouns', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'conjunctions', 'nouns', 'subject_verb_agreement'})",frozenset({'determiners'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'nouns', 'determiners'})",frozenset({'subject_verb_agreement'}),1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'conjunctions', 'determiners', 'subject_verb_agreement'})",frozenset({'nouns'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'nouns', 'determiners', 'subject_verb_agreement'})",frozenset({'conjunctions'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'nouns'})","frozenset({'determiners', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'conjunctions', 'subject_verb_agreement'})","frozenset({'nouns', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'determiners'})","frozenset({'nouns', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'nouns', 'subject_verb_agreement'})","frozenset({'conjunctions', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'nouns', 'determiners'})","frozenset({'conjunctions', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'determiners', 'subject_verb_agreement'})","frozenset({'conjunctions', 'nouns'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
frozenset({'conjunctions'}),"frozenset({'nouns', 'determiners', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'nouns'}),"frozenset({'conjunctions', 'determiners', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'subject_verb_agreement'}),"frozenset({'conjunctions', 'nouns', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
frozenset({'determiners'}),"frozenset({'conjunctions', 'nouns', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'prepositions', 'conjunctions', 'passives'})",frozenset({'determiners'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'conjunctions', 'determiners'})",frozenset({'passives'}),1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'prepositions', 'determiners', 'passives'})",frozenset({'conjunctions'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'determiners', 'passives'})",frozenset({'prepositions'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'conjunctions'})","frozenset({'determiners', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'prepositions', 'passives'})","frozenset({'conjunctions', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'determiners'})","frozenset({'conjunctions', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'conjunctions', 'passives'})","frozenset({'prepositions', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'determiners'})","frozenset({'prepositions', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'determiners', 'passives'})","frozenset({'prepositions', 'conjunctions'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
frozenset({'prepositions'}),"frozenset({'conjunctions', 'determiners', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'conjunctions'}),"frozenset({'prepositions', 'determiners', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'passives'}),"frozenset({'prepositions', 'conjunctions', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
frozenset({'determiners'}),"frozenset({'prepositions', 'conjunctions', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'conjunctions', 'passives', 'subject_verb_agreement'})",frozenset({'determiners'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'determiners', 'subject_verb_agreement'})",frozenset({'passives'}),0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'conjunctions', 'determiners', 'passives'})",frozenset({'subject_verb_agreement'}),0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'passives', 'determiners', 'subject_verb_agreement'})",frozenset({'conjunctions'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'subject_verb_agreement'})","frozenset({'determiners', 'passives'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'conjunctions', 'passives'})","frozenset({'determiners', 'subject_verb_agreement'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'conjunctions', 'determiners'})","frozenset({'passives', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'passives', 'subject_verb_agreement'})","frozenset({'conjunctions', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'determiners', 'subject_verb_agreement'})","frozenset({'conjunctions', 'passives'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'determiners', 'passives'})","frozenset({'conjunctions', 'subject_verb_agreement'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
frozenset({'conjunctions'}),"frozenset({'passives', 'determiners', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'subject_verb_agreement'}),"frozenset({'conjunctions', 'determiners', 'passives'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
frozenset({'passives'}),"frozenset({'conjunctions', 'determiners', 'subject_verb_agreement'})",0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
frozenset({'determiners'}),"frozenset({'conjunctions', 'passives', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'conjunctions', 'tense', 'passives'})",frozenset({'determiners'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'tense', 'determiners'})",frozenset({'passives'}),1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'conjunctions', 'determiners', 'passives'})",frozenset({'tense'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'tense', 'determiners', 'passives'})",frozenset({'conjunctions'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'tense'})","frozenset({'determiners', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'conjunctions', 'passives'})","frozenset({'tense', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'determiners'})","frozenset({'tense', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'tense', 'passives'})","frozenset({'conjunctions', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'tense', 'determiners'})","frozenset({'conjunctions', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'determiners', 'passives'})","frozenset({'conjunctions', 'tense'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
frozenset({'conjunctions'}),"frozenset({'tense', 'determiners', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'tense'}),"frozenset({'conjunctions', 'determiners', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'passives'}),"frozenset({'conjunctions', 'tense', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
frozenset({'determiners'}),"frozenset({'conjunctions', 'tense', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'prepositions', 'conjunctions', 'subject_verb_agreement'})",frozenset({'determiners'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'conjunctions', 'determiners'})",frozenset({'subject_verb_agreement'}),1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'prepositions', 'determiners', 'subject_verb_agreement'})",frozenset({'conjunctions'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'determiners', 'subject_verb_agreement'})",frozenset({'prepositions'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'conjunctions'})","frozenset({'determiners', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'prepositions', 'subject_verb_agreement'})","frozenset({'conjunctions', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'determiners'})","frozenset({'conjunctions', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'conjunctions', 'subject_verb_agreement'})","frozenset({'prepositions', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'determiners'})","frozenset({'prepositions', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'determiners', 'subject_verb_agreement'})","frozenset({'prepositions', 'conjunctions'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
frozenset({'prepositions'}),"frozenset({'conjunctions', 'determiners', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'conjunctions'}),"frozenset({'prepositions', 'determiners', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'subject_verb_agreement'}),"frozenset({'prepositions', 'conjunctions', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
frozenset({'determiners'}),"frozenset({'prepositions', 'conjunctions', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'conjunctions', 'tense', 'subject_verb_agreement'})",frozenset({'determiners'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'determiners', 'subject_verb_agreement'})",frozenset({'tense'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'tense', 'determiners'})",frozenset({'subject_verb_agreement'}),1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'tense', 'determiners', 'subject_verb_agreement'})",frozenset({'conjunctions'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'subject_verb_agreement'})","frozenset({'tense', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'tense'})","frozenset({'determiners', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'conjunctions', 'determiners'})","frozenset({'tense', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'tense', 'subject_verb_agreement'})","frozenset({'conjunctions', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'determiners', 'subject_verb_agreement'})","frozenset({'conjunctions', 'tense'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'tense', 'determiners'})","frozenset({'conjunctions', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'conjunctions'}),"frozenset({'tense', 'determiners', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'subject_verb_agreement'}),"frozenset({'conjunctions', 'tense', 'determiners'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
frozenset({'tense'}),"frozenset({'conjunctions', 'determiners', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'determiners'}),"frozenset({'conjunctions', 'tense', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'conjunctions', 'main_verbs', 'nouns'})",frozenset({'passives'}),1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'conjunctions', 'main_verbs', 'passives'})",frozenset({'nouns'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'main_verbs', 'nouns', 'passives'})",frozenset({'conjunctions'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'nouns', 'passives'})",frozenset({'main_verbs'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'main_verbs'})","frozenset({'nouns', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'main_verbs', 'nouns'})","frozenset({'conjunctions', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'main_verbs', 'passives'})","frozenset({'conjunctions', 'nouns'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'nouns'})","frozenset({'main_verbs', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'conjunctions', 'passives'})","frozenset({'main_verbs', 'nouns'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'nouns', 'passives'})","frozenset({'conjunctions', 'main_verbs'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
frozenset({'main_verbs'}),"frozenset({'conjunctions', 'nouns', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'conjunctions'}),"frozenset({'main_verbs', 'nouns', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'nouns'}),"frozenset({'conjunctions', 'main_verbs', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'passives'}),"frozenset({'conjunctions', 'main_verbs', 'nouns'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'main_verbs', 'nouns'})",frozenset({'subject_verb_agreement'}),1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'conjunctions', 'main_verbs', 'subject_verb_agreement'})",frozenset({'nouns'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'main_verbs', 'nouns', 'subject_verb_agreement'})",frozenset({'conjunctions'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'nouns', 'subject_verb_agreement'})",frozenset({'main_verbs'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'main_verbs'})","frozenset({'nouns', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'main_verbs', 'nouns'})","frozenset({'conjunctions', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'main_verbs', 'subject_verb_agreement'})","frozenset({'conjunctions', 'nouns'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'nouns'})","frozenset({'main_verbs', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'conjunctions', 'subject_verb_agreement'})","frozenset({'main_verbs', 'nouns'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'nouns', 'subject_verb_agreement'})","frozenset({'conjunctions', 'main_verbs'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
frozenset({'main_verbs'}),"frozenset({'conjunctions', 'nouns', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'conjunctions'}),"frozenset({'main_verbs', 'nouns', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'nouns'}),"frozenset({'conjunctions', 'main_verbs', 'subject_verb_agreement'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'subject_verb_agreement'}),"frozenset({'conjunctions', 'main_verbs', 'nouns'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'main_verbs', 'conjunctions'})",frozenset({'passives'}),1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'prepositions', 'main_verbs', 'passives'})",frozenset({'conjunctions'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'conjunctions', 'passives'})",frozenset({'main_verbs'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'main_verbs', 'passives'})",frozenset({'prepositions'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'prepositions', 'main_verbs'})","frozenset({'conjunctions', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'prepositions', 'conjunctions'})","frozenset({'main_verbs', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'prepositions', 'passives'})","frozenset({'conjunctions', 'main_verbs'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'main_verbs'})","frozenset({'prepositions', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
"frozenset({'main_verbs', 'passives'})","frozenset({'prepositions', 'conjunctions'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'passives'})","frozenset({'prepositions', 'main_verbs'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
frozenset({'prepositions'}),"frozenset({'conjunctions', 'main_verbs', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'main_verbs'}),"frozenset({'prepositions', 'conjunctions', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'conjunctions'}),"frozenset({'prepositions', 'main_verbs', 'passives'})",1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.0,1.0,0.0
frozenset({'passives'}),"frozenset({'prepositions', 'main_verbs', 'conjunctions'})",0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'main_verbs', 'subject_verb_agreement'})",frozenset({'passives'}),0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'conjunctions', 'main_verbs', 'passives'})",frozenset({'subject_verb_agreement'}),0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0169491525423728,0.016388888888888897,inf,0.9999999999999974
"frozenset({'main_verbs', 'passives', 'subject_verb_agreement'})",frozenset({'conjunctions'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
"frozenset({'conjunctions', 'passives', 'subject_verb_agreement'})",frozenset({'main_verbs'}),0.9833333333333333,1.0,0.9833333333333333,1.0,1.0,0.0,inf,0.0
